order_id,Order Date,ship_date,ship_mode,customer_name,segment,state,country,product_id,category,sub_category,product_name,sales,quantity,discount,shipping_cost
ID-2011-21101,30/11/2011,03/12/2011,First Class,Brad Norvell,Corporate,Kuala Lumpur,Malaysia,OFF-ST-10000362,Office Supplies,Storage,"Eldon File Cart, Blue",635,5,0,197.68
ES-2011-4450646,30/11/2011,01/12/2011,First Class,Victoria Brennan,Corporate,Ile-de-France,France,FUR-CH-10002970,Furniture,Chairs,"Harbour Creations Chairmat, Black",689,11,0.1,103.97
IN-2011-60196,30/11/2011,30/11/2011,Same Day,Paul Gonzalez,Consumer,Guangdong,China,OFF-EN-10003550,Office Supplies,Envelopes,"Ames Mailers, Set of 50",287,8,0,80.38
IN-2011-60196,30/11/2011,30/11/2011,Same Day,Paul Gonzalez,Consumer,Guangdong,China,OFF-PA-10003139,Office Supplies,Paper,"SanDisk Parchment Paper, Recycled",150,9,0,51.87
IN-2011-10328,30/11/2011,02/12/2011,Second Class,Andy Reiter,Consumer,Guangdong,China,OFF-ST-10003411,Office Supplies,Storage,"Eldon Trays, Wire Frame",141,3,0,42.34
UP-2011-2680,30/11/2011,05/12/2011,Standard Class,John Stevenson,Consumer,Volyn,Ukraine,TEC-BRO-10004802,Technology,Copiers,"Brother Fax Machine, High-Speed",633,2,0,37.65
ID-2011-21101,30/11/2011,03/12/2011,First Class,Brad Norvell,Corporate,Kuala Lumpur,Malaysia,TEC-AC-10002884,Technology,Accessories,"Belkin Keyboard, USB",252,3,0,37.01
MX-2011-120180,30/11/2011,06/12/2011,Standard Class,Frank Merwin,Home Office,Distrito Federal,Mexico,OFF-AP-10004569,Office Supplies,Appliances,"Hoover Coffee Grinder, Red",321,7,0,22.32
MX-2011-100125,30/11/2011,06/12/2011,Standard Class,Kunst Miller,Consumer,São Paulo,Brazil,TEC-PH-10002647,Technology,Phones,"Nokia Headset, VoIP",293,6,0,21.66
IT-2011-3270900,30/11/2011,01/12/2011,First Class,Anthony Witt,Consumer,North Holland,Netherlands,FUR-CH-10000745,Furniture,Chairs,"Hon Chairmat, Adjustable",87,3,0.5,20.78
IN-2011-35325,30/11/2011,03/12/2011,First Class,Ken Lonsdale,Consumer,Ho Chí Minh City,Vietnam,OFF-BI-10004105,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",101,4,0.17,20.43
IN-2011-55884,30/11/2011,07/12/2011,Standard Class,Michael Paige,Corporate,Western Australia,Australia,OFF-AP-10001130,Office Supplies,Appliances,"Breville Toaster, Black",206,3,0.1,15.98
IN-2011-18812,30/11/2011,03/12/2011,First Class,Cyma Kinney,Corporate,Victoria,Australia,OFF-ST-10000542,Office Supplies,Storage,"Fellowes Folders, Industrial",97,4,0.1,15.4
CA-2011-146843,30/11/2011,06/12/2011,Standard Class,Philip Brown,Consumer,Arizona,United States,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102,4,0.2,9.83
ES-2011-4450646,30/11/2011,01/12/2011,First Class,Victoria Brennan,Corporate,Ile-de-France,France,OFF-BI-10001723,Office Supplies,Binders,"Avery Binder, Clear",62,5,0,7.47
MX-2011-152093,30/11/2011,05/12/2011,Standard Class,Anna Häberlin,Corporate,Cienfuegos,Cuba,OFF-ST-10004930,Office Supplies,Storage,"Tenex Trays, Single Width",72,2,0,6.58
IN-2011-72705,30/11/2011,07/12/2011,Standard Class,Ken Dana,Corporate,Calabarzon,Philippines,OFF-EN-10004560,Office Supplies,Envelopes,"Ames Mailers, Security-Tint",42,2,0.45,6.57
IT-2011-3270900,30/11/2011,01/12/2011,First Class,Anthony Witt,Consumer,North Holland,Netherlands,OFF-FA-10004605,Office Supplies,Fasteners,"OIC Clamps, Assorted Sizes",17,2,0.5,5.95
ES-2011-1590255,30/11/2011,06/12/2011,Standard Class,Rick Hansen,Consumer,Andalusía,Spain,OFF-SU-10000304,Office Supplies,Supplies,"Kleencut Ruler, Serrated",82,8,0,4.84
CA-2011-103590,30/11/2011,04/12/2011,Standard Class,Jeremy Lonsdale,Consumer,New York,United States,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62,4,0,4.74
MX-2011-100125,30/11/2011,06/12/2011,Standard Class,Kunst Miller,Consumer,São Paulo,Brazil,OFF-PA-10004854,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",64,2,0,4.32
MX-2011-100125,30/11/2011,06/12/2011,Standard Class,Kunst Miller,Consumer,São Paulo,Brazil,OFF-AR-10002486,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",58,3,0,3.6
CA-2011-146843,30/11/2011,06/12/2011,Standard Class,Philip Brown,Consumer,Arizona,United States,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,48,7,0.2,2.15
IT-2011-1258830,30/11/2011,04/12/2011,Standard Class,Steven Cartwright,Consumer,England,United Kingdom,FUR-FU-10002019,Furniture,Furnishings,"Eldon Photo Frame, Black",41,1,0.3,2.03
UP-2011-3340,30/11/2011,04/12/2011,Standard Class,Michelle Huthwaite,Consumer,Khmel'nyts'kyy,Ukraine,OFF-IBI-10004916,Office Supplies,Binders,"Ibico Binder Covers, Recycled",28,2,0,1.71
IN-2011-55884,30/11/2011,07/12/2011,Standard Class,Michael Paige,Corporate,Western Australia,Australia,OFF-PA-10001818,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",122,4,0.1,1.54
MX-2011-100125,30/11/2011,06/12/2011,Standard Class,Kunst Miller,Consumer,São Paulo,Brazil,OFF-FA-10004516,Office Supplies,Fasteners,"Stockwell Push Pins, Bulk Pack",19,2,0,1.09
CA-2011-148425,30/11/2011,04/12/2011,Standard Class,Randy Ferguson,Corporate,Florida,United States,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",7,9,0.7,0.66
IN-2011-35325,30/11/2011,03/12/2011,First Class,Ken Lonsdale,Consumer,Ho Chí Minh City,Vietnam,OFF-BI-10002853,Office Supplies,Binders,"Avery Binder Covers, Recycled",9,1,0.17,0.26
CA-2011-120474,01/12/2011,03/12/2011,First Class,Resi Pölking,Consumer,Wisconsin,United States,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2808,8,0,487.15
ES-2011-5125239,01/12/2011,06/12/2011,Standard Class,Michael Grace,Home Office,Limburg,Belgium,TEC-AC-10001258,Technology,Accessories,"Belkin Router, Erganomic",1796,7,0,154.61
CA-2011-150798,01/12/2011,03/12/2011,Second Class,Joe Kamberova,Consumer,Ohio,United States,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,910,6,0.3,133.2
US-2011-161613,01/12/2011,03/12/2011,Second Class,Matt Connell,Corporate,Texas,United States,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674,3,0.3,123.32
ID-2011-86313,01/12/2011,07/12/2011,Standard Class,Yoseph Carroll,Corporate,Auckland,New Zealand,FUR-TA-10000649,Furniture,Tables,"Bevis Computer Table, Adjustable Height",1181,4,0.4,86.99
ES-2011-3614277,01/12/2011,03/12/2011,Second Class,Sara Luxemburg,Home Office,Valenciana,Spain,TEC-CO-10004042,Technology,Copiers,"Brother Wireless Fax, Laser",1894,5,0,80.49
IT-2011-5515844,01/12/2011,03/12/2011,First Class,Lori Olson,Corporate,Stockholm,Sweden,OFF-BI-10002172,Office Supplies,Binders,"Acco Binding Machine, Recycled",180,7,0.5,69.75
CA-2011-143210,01/12/2011,03/12/2011,First Class,Anna Andreadi,Consumer,Massachusetts,United States,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,272,2,0,62.54
CA-2011-150798,01/12/2011,03/12/2011,Second Class,Joe Kamberova,Consumer,Ohio,United States,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,660,2,0.4,60.3
IN-2011-38895,01/12/2011,04/12/2011,First Class,Angele Hood,Consumer,Kabul,Afghanistan,FUR-FU-10000666,Furniture,Furnishings,"Rubbermaid Frame, Black",220,2,0,36.24
MX-2011-149272,01/12/2011,05/12/2011,Standard Class,Christina VanderZanden,Consumer,Chuquisaca,Bolivia,FUR-BO-10004565,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",491,5,0,35.15
IT-2011-5348771,01/12/2011,05/12/2011,Standard Class,Steven Cartwright,Consumer,Ile-de-France,France,OFF-ST-10001222,Office Supplies,Storage,"Eldon Shelving, Single Width",392,9,0.1,29.72
ES-2011-3614277,01/12/2011,03/12/2011,Second Class,Sara Luxemburg,Home Office,Valenciana,Spain,OFF-ST-10000632,Office Supplies,Storage,"Rogers Shelving, Single Width",112,2,0.1,15.6
IN-2011-30033,01/12/2011,06/12/2011,Standard Class,Kean Takahito,Consumer,Ho Chí Minh City,Vietnam,TEC-CO-10002788,Technology,Copiers,"Hewlett Personal Copier, Digital",181,2,0.37,15.22
ES-2011-3897276,01/12/2011,05/12/2011,Standard Class,Neil Französisch,Home Office,England,United Kingdom,OFF-EN-10002789,Office Supplies,Envelopes,"Kraft Peel and Seal, Recycled",174,9,0,13.58
IN-2011-49752,01/12/2011,04/12/2011,Second Class,Christy Brittain,Consumer,Osaka,Japan,FUR-CH-10004049,Furniture,Chairs,"SAFCO Bag Chairs, Set of Two",103,2,0,12.99
MX-2011-149272,01/12/2011,05/12/2011,Standard Class,Christina VanderZanden,Consumer,Chuquisaca,Bolivia,FUR-BO-10002679,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",584,7,0,12.32
MX-2011-125171,01/12/2011,08/12/2011,Standard Class,Andrew Roberts,Consumer,Guatemala,Guatemala,FUR-FU-10004339,Furniture,Furnishings,"Deflect-O Frame, Black",220,3,0,12.28
IN-2011-49752,01/12/2011,04/12/2011,Second Class,Christy Brittain,Consumer,Osaka,Japan,OFF-LA-10003141,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",102,9,0,11.04
CA-2011-120474,01/12/2011,03/12/2011,First Class,Resi Pölking,Consumer,Wisconsin,United States,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",47,4,0,8.88
PU-2011-2920,01/12/2011,01/12/2011,Same Day,Bradley Talbott,Home Office,Bissau,Guinea-Bissau,OFF-FEL-10003785,Office Supplies,Storage,"Fellowes Shelving, Industrial",58,1,0,8.76
MX-2011-115140,01/12/2011,05/12/2011,Standard Class,Kelly Andreada,Consumer,Managua,Nicaragua,FUR-CH-10003697,Furniture,Chairs,"Novimex Chairmat, Adjustable",118,3,0,8.64
IN-2011-49752,01/12/2011,04/12/2011,Second Class,Christy Brittain,Consumer,Osaka,Japan,OFF-AR-10001823,Office Supplies,Art,"BIC Highlighters, Blue",76,4,0,7.6
MX-2011-115140,01/12/2011,05/12/2011,Standard Class,Kelly Andreada,Consumer,Managua,Nicaragua,OFF-BI-10001987,Office Supplies,Binders,"Acco Binding Machine, Economy",102,3,0,6.92
MX-2011-115140,01/12/2011,05/12/2011,Standard Class,Kelly Andreada,Consumer,Managua,Nicaragua,TEC-AC-10004451,Technology,Accessories,"SanDisk Mouse, Bluetooth",77,3,0,5.92
ES-2011-5407941,01/12/2011,04/12/2011,First Class,Justin MacKendrick,Consumer,Castile and León,Spain,OFF-PA-10001323,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",26,1,0,5.91
CA-2011-143210,01/12/2011,03/12/2011,First Class,Anna Andreadi,Consumer,Massachusetts,United States,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",46,3,0,5.84
CA-2011-131051,01/12/2011,05/12/2011,Standard Class,Toby Ritter,Consumer,California,United States,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58,3,0,4.79
CA-2011-131527,01/12/2011,07/12/2011,Standard Class,Toby Braunhardt,Consumer,North Carolina,United States,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",96,4,0.2,4.68
US-2011-157238,01/12/2011,07/12/2011,Standard Class,Cari MacIntyre,Corporate,Choluteca,Honduras,TEC-PH-10001427,Technology,Phones,"Motorola Headset, Full Size",65,2,0.4,4.67
IN-2011-30033,01/12/2011,06/12/2011,Standard Class,Kean Takahito,Consumer,Ho Chí Minh City,Vietnam,FUR-FU-10000628,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",55,4,0.27,3.37
MX-2011-102113,01/12/2011,06/12/2011,Standard Class,Becky Martin,Consumer,Pernambuco,Brazil,OFF-LA-10003955,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",57,7,0,3.25
NI-2011-1760,01/12/2011,03/12/2011,Second Class,Frank Gastineau,Home Office,Oyo,Nigeria,OFF-ADV-10002549,Office Supplies,Fasteners,"Advantus Rubber Bands, Assorted Sizes",25,6,0.7,3.1
IN-2011-49752,01/12/2011,04/12/2011,Second Class,Christy Brittain,Consumer,Osaka,Japan,OFF-AR-10002897,Office Supplies,Art,"BIC Markers, Water Color",30,1,0,2.6
MX-2011-102113,01/12/2011,06/12/2011,Standard Class,Becky Martin,Consumer,Pernambuco,Brazil,OFF-AR-10002486,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",39,2,0,2.25
MX-2011-115140,01/12/2011,05/12/2011,Standard Class,Kelly Andreada,Consumer,Managua,Nicaragua,OFF-PA-10002363,Office Supplies,Paper,"Eaton Message Books, Recycled",27,2,0,1.97
CA-2011-150798,01/12/2011,03/12/2011,Second Class,Joe Kamberova,Consumer,Ohio,United States,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36,7,0.2,1.83
MX-2011-149272,01/12/2011,05/12/2011,Standard Class,Christina VanderZanden,Consumer,Chuquisaca,Bolivia,FUR-CH-10004652,Furniture,Chairs,"Hon Bag Chairs, Black",28,1,0,1.76
IN-2011-30033,01/12/2011,06/12/2011,Standard Class,Kean Takahito,Consumer,Ho Chí Minh City,Vietnam,OFF-BI-10004553,Office Supplies,Binders,"Cardinal Binder, Clear",44,4,0.17,1.71
PU-2011-2920,01/12/2011,01/12/2011,Same Day,Bradley Talbott,Home Office,Bissau,Guinea-Bissau,OFF-OIC-10000121,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",14,1,0,1.45
CA-2011-143210,01/12/2011,03/12/2011,First Class,Anna Andreadi,Consumer,Massachusetts,United States,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,10,2,0,1.27
IT-2011-5348771,01/12/2011,05/12/2011,Standard Class,Steven Cartwright,Consumer,Ile-de-France,France,OFF-LA-10004774,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical",12,1,0,0.99
CA-2011-150798,01/12/2011,03/12/2011,Second Class,Joe Kamberova,Consumer,Ohio,United States,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8,2,0.2,0.94
NI-2011-1760,01/12/2011,03/12/2011,Second Class,Frank Gastineau,Home Office,Oyo,Nigeria,OFF-IBI-10000440,Office Supplies,Binders,"Ibico Binder Covers, Clear",4,1,0.7,0.5
MX-2011-115140,01/12/2011,05/12/2011,Standard Class,Kelly Andreada,Consumer,Managua,Nicaragua,OFF-LA-10003487,Office Supplies,Labels,"Smead Shipping Labels, Adjustable",6,1,0,0.47
CA-2011-112158,02/12/2011,04/12/2011,First Class,David Philippe,Consumer,New York,United States,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,884,5,0.2,122.33
ES-2011-3341008,02/12/2011,03/12/2011,First Class,Alan Hwang,Consumer,Ile-de-France,France,TEC-CO-10002269,Technology,Copiers,"Brother Ink, Color",379,3,0.15,81.24
ES-2011-3341008,02/12/2011,03/12/2011,First Class,Alan Hwang,Consumer,Ile-de-France,France,OFF-BI-10003616,Office Supplies,Binders,"Avery Binding Machine, Clear",676,14,0,79.41
ES-2011-3341008,02/12/2011,03/12/2011,First Class,Alan Hwang,Consumer,Ile-de-France,France,OFF-ST-10000872,Office Supplies,Storage,"Fellowes File Cart, Single Width",371,3,0.1,74.42
MO-2011-8130,02/12/2011,03/12/2011,First Class,Luke Weiss,Consumer,Grand Casablanca,Morocco,FUR-DAN-10002967,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",282,2,0,51.32
MO-2011-8130,02/12/2011,03/12/2011,First Class,Luke Weiss,Consumer,Grand Casablanca,Morocco,TEC-HP -10003618,Technology,Copiers,"HP Fax Machine, Digital",300,1,0,49.18
BK-2011-6660,02/12/2011,07/12/2011,Standard Class,Edward Becker,Corporate,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,FUR-ADV-10004971,Furniture,Furnishings,"Advantus Door Stop, Erganomic",349,8,0,48.87
IN-2011-79971,02/12/2011,07/12/2011,Standard Class,Roland Schwarz,Corporate,Singapore,Singapore,TEC-CO-10000972,Technology,Copiers,"Sharp Fax and Copier, Digital",505,3,0,42.12
IN-2011-80524,02/12/2011,07/12/2011,Standard Class,Xylona Preis,Consumer,Canterbury,New Zealand,TEC-CO-10004813,Technology,Copiers,"Hewlett Ink, Digital",890,6,0,38.32
ES-2011-3341008,02/12/2011,03/12/2011,First Class,Alan Hwang,Consumer,Ile-de-France,France,TEC-MA-10004143,Technology,Machines,"Konica Calculator, Wireless",219,5,0.15,32.97
IN-2011-79971,02/12/2011,07/12/2011,Standard Class,Roland Schwarz,Corporate,Singapore,Singapore,OFF-PA-10003115,Office Supplies,Paper,"Enermax Note Cards, Premium",228,8,0,28.01
CA-2011-154095,02/12/2011,07/12/2011,Standard Class,Odella Nelson,Corporate,Maryland,United States,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",240,8,0,24.45
ES-2011-1664904,02/12/2011,07/12/2011,Standard Class,Nathan Mautz,Home Office,Pays de la Loire,France,OFF-BI-10000734,Office Supplies,Binders,"Avery Binding Machine, Recycled",246,5,0,23.91
IN-2011-31398,02/12/2011,02/12/2011,Same Day,Julia Dunbar,Consumer,Jilin,China,FUR-CH-10003551,Furniture,Chairs,"Hon Swivel Stool, Black",645,4,0,22.55
CA-2011-112158,02/12/2011,04/12/2011,First Class,David Philippe,Consumer,New York,United States,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,120,4,0,16.5
ES-2011-5089231,02/12/2011,06/12/2011,Standard Class,Maureen Gastineau,Home Office,Hesse,Germany,OFF-AR-10004151,Office Supplies,Art,"BIC Sketch Pad, Blue",146,3,0,14.1
CA-2011-154095,02/12/2011,07/12/2011,Standard Class,Odella Nelson,Corporate,Maryland,United States,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,147,3,0,13.24
CA-2011-132864,02/12/2011,07/12/2011,Standard Class,Katherine Nockton,Corporate,Ohio,United States,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,120,5,0.2,11.99
CA-2011-154095,02/12/2011,07/12/2011,Standard Class,Odella Nelson,Corporate,Maryland,United States,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",61,3,0,10.44
ES-2011-4614329,02/12/2011,04/12/2011,First Class,Dave Hallsten,Corporate,Ile-de-France,France,TEC-MA-10000261,Technology,Machines,"StarTech Calculator, Red",95,3,0.15,5.53
ES-2011-2719699,02/12/2011,08/12/2011,Standard Class,Robert Marley,Home Office,Rhône-Alpes,France,OFF-AR-10003012,Office Supplies,Art,"Sanford Markers, Easy-Erase",71,3,0,5.23
CA-2011-112158,02/12/2011,04/12/2011,First Class,David Philippe,Consumer,New York,United States,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",47,8,0.2,3.14
US-2011-117744,02/12/2011,06/12/2011,Standard Class,Michael Dominguez,Corporate,Texas,United States,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58,5,0.6,3.14
IN-2011-31398,02/12/2011,02/12/2011,Same Day,Julia Dunbar,Consumer,Jilin,China,OFF-LA-10003644,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",23,3,0,2.75
US-2011-117744,02/12/2011,06/12/2011,Standard Class,Michael Dominguez,Corporate,Texas,United States,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,40,5,0.6,2.37
CA-2011-154095,02/12/2011,07/12/2011,Standard Class,Odella Nelson,Corporate,Maryland,United States,OFF-LA-10000634,Office Supplies,Labels,Avery 509,16,6,0,2.37
ES-2011-3341008,02/12/2011,03/12/2011,First Class,Alan Hwang,Consumer,Ile-de-France,France,TEC-AC-10004203,Technology,Accessories,"Logitech Flash Drive, Bluetooth",31,1,0,2.06
TU-2011-1230,02/12/2011,03/12/2011,First Class,Tracy Poddar,Corporate,Diyarbakir,Turkey,FUR-HON-10000339,Furniture,Chairs,"Hon Bag Chairs, Set of Two",19,1,0.6,1.88
IN-2011-31398,02/12/2011,02/12/2011,Same Day,Julia Dunbar,Consumer,Jilin,China,OFF-LA-10004918,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",13,2,0,0.87
ES-2011-4392169,02/12/2011,08/12/2011,Standard Class,Kean Nguyen,Corporate,England,United Kingdom,OFF-PA-10001323,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",26,1,0,0.8
ES-2011-5089231,02/12/2011,06/12/2011,Standard Class,Maureen Gastineau,Home Office,Hesse,Germany,OFF-BI-10002047,Office Supplies,Binders,"Acco Index Tab, Durable",9,1,0,0.72
US-2011-117744,02/12/2011,06/12/2011,Standard Class,Michael Dominguez,Corporate,Texas,United States,OFF-AR-10000940,Office Supplies,Art,Newell 343,16,7,0.2,0.69
CA-2011-103807,02/12/2011,09/12/2011,Standard Class,Elizabeth Moffitt,Corporate,Georgia,United States,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15,3,0,0.65
CA-2011-103807,02/12/2011,09/12/2011,Standard Class,Elizabeth Moffitt,Corporate,Georgia,United States,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,6,1,0,0.35
CA-2011-101147,02/12/2011,04/12/2011,First Class,Matt Collins,Consumer,Illinois,United States,OFF-AP-10004249,Office Supplies,Appliances,Staples,2,1,0.8,0.23
ES-2011-1406120,03/12/2011,03/12/2011,Same Day,Lisa Ryan,Corporate,Hamburg,Germany,TEC-PH-10000160,Technology,Phones,"Motorola Smart Phone, with Caller ID",3228,5,0,244.67
MX-2011-168319,03/12/2011,05/12/2011,Second Class,Gene McClure,Consumer,Managua,Nicaragua,TEC-CO-10004367,Technology,Copiers,"Canon Wireless Fax, Digital",755,3,0.002,195.53
ES-2011-1406120,03/12/2011,03/12/2011,Same Day,Lisa Ryan,Corporate,Hamburg,Germany,FUR-BO-10001165,Furniture,Bookcases,"Bush Library with Doors, Mobile",990,3,0.1,138.31
ES-2011-1406120,03/12/2011,03/12/2011,Same Day,Lisa Ryan,Corporate,Hamburg,Germany,TEC-MA-10000946,Technology,Machines,"Panasonic Calculator, Red",379,8,0,60.29
ES-2011-2314308,03/12/2011,06/12/2011,First Class,Herbert Flentye,Consumer,North Rhine-Westphalia,Germany,TEC-MA-10002779,Technology,Machines,"Panasonic Receipt Printer, Red",354,3,0,49.65
ES-2011-1406120,03/12/2011,03/12/2011,Same Day,Lisa Ryan,Corporate,Hamburg,Germany,FUR-CH-10002335,Furniture,Chairs,"Hon Steel Folding Chair, Red",220,3,0.1,44.99
IN-2011-43634,03/12/2011,07/12/2011,Standard Class,Joni Blumstein,Consumer,Jawa Timur,Indonesia,FUR-BO-10003086,Furniture,Bookcases,"Safco Library with Doors, Traditional",363,1,0.07,44.94
MX-2011-134250,03/12/2011,07/12/2011,Standard Class,Theresa Coyne,Corporate,Paraíba,Brazil,OFF-ST-10002685,Office Supplies,Storage,"Eldon Lockers, Blue",396,3,0,43.98
CA-2011-122749,03/12/2011,09/12/2011,Standard Class,Nathan Gelder,Consumer,Oklahoma,United States,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,480,4,0,34.21
MX-2011-168319,03/12/2011,05/12/2011,Second Class,Gene McClure,Consumer,Managua,Nicaragua,TEC-PH-10000014,Technology,Phones,"Motorola Headset, VoIP",160,3,0,29.45
IN-2011-43641,03/12/2011,06/12/2011,Second Class,Bradley Drucker,Consumer,Western Australia,Australia,OFF-SU-10003371,Office Supplies,Supplies,"Kleencut Trimmer, High Speed",336,9,0.1,25.71
MX-2011-168319,03/12/2011,05/12/2011,Second Class,Gene McClure,Consumer,Managua,Nicaragua,FUR-FU-10000499,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",63,5,0,25.59
MX-2011-168319,03/12/2011,05/12/2011,Second Class,Gene McClure,Consumer,Managua,Nicaragua,OFF-PA-10002382,Office Supplies,Paper,"Eaton Note Cards, Premium",75,4,0,19.26
MX-2011-124527,03/12/2011,07/12/2011,Standard Class,Christopher Martinez,Consumer,San Salvador,El Salvador,OFF-ST-10003409,Office Supplies,Storage,"Tenex File Cart, Single Width",179,2,0,17.86
ES-2011-4141275,03/12/2011,08/12/2011,Standard Class,Nancy Lomonaco,Home Office,Rhône-Alpes,France,OFF-AP-10004825,Office Supplies,Appliances,"Cuisinart Toaster, Red",144,3,0.1,14.62
IN-2011-43634,03/12/2011,07/12/2011,Standard Class,Joni Blumstein,Consumer,Jawa Timur,Indonesia,OFF-PA-10003381,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",74,3,0.47,10.32
MX-2011-134250,03/12/2011,07/12/2011,Standard Class,Theresa Coyne,Corporate,Paraíba,Brazil,OFF-ST-10004432,Office Supplies,Storage,"Fellowes Folders, Blue",158,9,0,9.71
ES-2011-2314308,03/12/2011,06/12/2011,First Class,Herbert Flentye,Consumer,North Rhine-Westphalia,Germany,OFF-LA-10002964,Office Supplies,Labels,"Harbour Creations Shipping Labels, 5000 Label Set",36,3,0,8.05
ES-2011-1406120,03/12/2011,03/12/2011,Same Day,Lisa Ryan,Corporate,Hamburg,Germany,FUR-FU-10004954,Furniture,Furnishings,"Tenex Clock, Duo Pack",50,1,0,7.71
ID-2011-72306,03/12/2011,07/12/2011,Standard Class,Harry Greene,Consumer,Ho Chí Minh City,Vietnam,OFF-ST-10003121,Office Supplies,Storage,"Rogers Box, Industrial",41,2,0.17,7.56
ES-2011-2314308,03/12/2011,06/12/2011,First Class,Herbert Flentye,Consumer,North Rhine-Westphalia,Germany,OFF-EN-10003444,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window",36,3,0,6.42
MX-2011-106264,03/12/2011,06/12/2011,First Class,Ralph Ritter,Consumer,Distrito Federal,Mexico,OFF-EN-10000857,Office Supplies,Envelopes,"Ames Mailers, Security-Tint",77,3,0,5.52
US-2011-166366,03/12/2011,07/12/2011,Standard Class,Dorothy Dickinson,Consumer,Panama,Panama,OFF-PA-10001004,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",56,8,0.4,5.46
US-2011-166366,03/12/2011,07/12/2011,Standard Class,Dorothy Dickinson,Consumer,Panama,Panama,TEC-CO-10004152,Technology,Copiers,"HP Ink, Laser",103,2,0.402,4.37
ES-2011-4141275,03/12/2011,08/12/2011,Standard Class,Nancy Lomonaco,Home Office,Rhône-Alpes,France,OFF-ST-10004035,Office Supplies,Storage,"Rogers Box, Wire Frame",41,2,0.1,3.79
